Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
Večer deskových her s MINDOK,02/08/2023,18:30,02/08/2023,22:30,False,"240 min.
Každý večer se Dětský stan promění v herní zónu pro dospělé. Večírky s Chytrým kvízem budou střídat herní seance pro začátečníky i pokročilé hráče. Výběr nejlepších deskových her přiveze partner doprovodného herního programu, vydavatelství MINDOK.
https://program.lfs.cz/detail/?film=MINDOK-Board-Games","Uherské Hradiště, Dětský/herní stan"
White Plastic Sky,01/08/2023,19:00,01/08/2023,21:36,False,"Műanyag égbolt / Tibor Bánóczki, Sarolta Szabóová / Maďarsko, Slovensko 2023 / 111 min. / DCP
Budapešť, rok 2123. V sugestivní animované dystopii se lidstvo během environmentální krize vyrovnává s nedostatkem potravin a vody. Každý občan je ve věku padesáti let přeměněn do podoby stromu, aby mohl posloužit jako obživa dalším generacím. Truchlící Nora se však po ztrátě syna rozhodne obětovat předčasně a její manžel Stefan se jí v tom pokusí zabránit.
https://www.csfd.cz/film/1305649-muanyag-egbolt/prehled/
https://www.imdb.com/title/tt8096846/
https://program.lfs.cz/detail/?film=White-Plastic-Sky","Uherské Hradiště, Kino Hvězda"
Poslechy rozhlasových her a podcastů s Českým rozhlasem,02/08/2023,10:00,02/08/2023,12:00,False,"120 min.
Poslechy rozhlasových dramatizací a nejlepších podcastů Českého rozhlasu.
https://program.lfs.cz/detail/?film=Czech-Radio-Podcasts-and-Audio-Dramas-II","Uherské Hradiště, Stan ČRo"
Poslechy rozhlasových her a podcastů s Českým rozhlasem,02/08/2023,19:30,02/08/2023,21:30,False,"120 min.
Poslechy rozhlasových dramatizací a nejlepších podcastů Českého rozhlasu.
https://program.lfs.cz/detail/?film=Czech-Radio-Podcasts-and-Audio-Dramas-II","Uherské Hradiště, Stan ČRo"
Kodaň neexistuje,31/07/2023,11:30,31/07/2023,13:19,False,"København findes ikke / Martin Skovbjerg / Dánsko 2023 / 99 min. / 15 let / HD file
Ida beze stopy zmizela. Její partner Sander proto přistupuje na podivnou dohodu – během výslechu je ochoten jejímu otci a bratrovi zodpovědět jakékoliv otázky týkající se jejich vztahu. Skrze vzpomínky postupně rekonstruuje její nezachytitelný obraz. Byla ovšem opravdu taková, jakou si ji pamatuje? A nebyla ztracená už dávno předtím, než zmizela?
https://www.csfd.cz/film/1032117-kobenhavn-findes-ikke/recenze/
https://www.imdb.com/title/tt18072684/?ref_=ttexr_ov
https://program.lfs.cz/detail/?film=Copenhagen-Does-Not-Exist","Uherské Hradiště, Kino Hvězda"
Evropské filmové ceny: Krátké filmy 1,28/07/2023,19:30,28/07/2023,21:14,False,"Francie, Slovinsko, SRN, Finsko, Řecko, Španělsko / 94 min. / HD file
Letní filmová škola již druhým rokem spolupracuje s Evropskou filmovou akademií. Díky této unikátní spolupráci každý rok vytvoříme dva bloky krátkých filmů soutěžících o Evropskou filmovou cenu v kategorii Nejlepší krátký film. Těšit se můžete na ty nejinspirativnější krátké filmy z celého širého evropského prostoru.
https://program.lfs.cz/detail/?film=European-Film-Awards--Short-Films-1","Uherské Hradiště, Kino Mír"
Evropské filmové ceny: Krátké filmy 1,31/07/2023,12:30,31/07/2023,14:14,False,"Francie, Slovinsko, SRN, Finsko, Řecko, Španělsko / 94 min. / HD file
Letní filmová škola již druhým rokem spolupracuje s Evropskou filmovou akademií. Díky této unikátní spolupráci každý rok vytvoříme dva bloky krátkých filmů soutěžících o Evropskou filmovou cenu v kategorii Nejlepší krátký film. Těšit se můžete na ty nejinspirativnější krátké filmy z celého širého evropského prostoru.
https://program.lfs.cz/detail/?film=European-Film-Awards--Short-Films-1","Uherské Hradiště, Kino Mír"
Adam a Eva (hudba: Irena a Vojtěch Havlovi),29/07/2023,15:30,29/07/2023,16:52,False,"Adam and Eve / Václav Binovec / Československo 1922 / 72 min. / HD file

https://www.csfd.cz/film/786-adam-a-eva/recenze/
https://www.imdb.com/title/tt0278899/reference
https://program.lfs.cz/detail/?film=Adam-and-Eve-(Music--Irena-a-Vojt%c4%9bch-Havlovi)","Uherské Hradiště, Kino Hvězda"
Hvězdná srážka,02/08/2023,23:59,03/08/2023,1:41,False,"Scontri stellari oltre la terza dimensione / Luigi Cozzi / Itálie, USA 1978 / 92 min. / Blu-ray
Důsledně oválné designy lodních interiérů, sexy kostým hlavní hrdinky i debaty o předurčenosti univerza. Hvězdná srážka patří mezi učebnicové příklady filmového campu, jenž hýří okouzlujícími nedokonalostmi i nápady nezkalenými logikou.
https://www.csfd.cz/film/20740-hvezdna-srazka/recenze/
https://www.imdb.com/title/tt0079946/reference
https://program.lfs.cz/detail/?film=Starcrash","Uherské Hradiště, Sportovní hala"
Hořká rýže,02/08/2023,14:30,02/08/2023,16:28,False,"Riso amaro / Giuseppe De Santis / Itálie 1949 / 108 min. / Blu-ray
Film Hořká rýže se z letošního výběru filmové čítanky vymyká nejenom tím, že jej nerežíroval ani Rossellini, ani De Sica. Šlo o film nezvykle komerčně úspěšný nejen v Itálii, ale i ve zbytku Evropy a především ve Spojených státech. Někdy se říká, že to byla právě Hořká rýže, která představila neorealismus americkému publiku.
https://www.csfd.cz/film/82246-horka-ryze/recenze/
https://www.imdb.com/title/tt0040737/
https://program.lfs.cz/detail/?film=Bitter-Rice","Uherské Hradiště, Reduta - Velký sál"
Kočár do Vídně,31/07/2023,13:00,31/07/2023,14:29,False,"Karel Kachyňa / ČSSR 1966 / 79 min. / DCP
Když se řekne Kočár do Vídně, většina diváků alespoň zběžně znalých československého filmu šedesátých let si představí drama až antických rozměrů o nesmyslnosti války, dobru a zlu, úzké hranici mezi láskou a nenávistí v člověku. Jde o slavný film, o jehož hodnotě dnes nikdo nepochybuje. V době jeho uvedení do kin však byla situace zcela odlišná.
https://www.csfd.cz/film/4952-kocar-do-vidne/recenze/
https://www.imdb.com/title/tt0060597/reference
https://program.lfs.cz/detail/?film=A-Carriage-Going-to-Vienna","Uherské Hradiště, Slovácké divadlo"
Workshop k filmu Kvík,01/08/2023,17:00,01/08/2023,17:45,False,"45 min.
Po zhlédnutí filmu si každý z malých diváků může vyrobit vlastní originální prasátko a odnést si jej domů. Na výběr bude hned z několika materiálů. Zapojíme svou fantazii tak, aby každý výtvor byl jedinečný! Vhodné pro děti od 4 let.
https://program.lfs.cz/detail/?film=Workshop--Oink","Uherské Hradiště, Dětský/herní stan"
Cimbál hraje (znovu) prim,01/08/2023,19:00,01/08/2023,22:00,False,"180 min.

https://program.lfs.cz/detail/?film=Viva-la-Hammered-Dulcimer","Uherské Hradiště, Skanzen Rochus"
Cimbálová muzika Jaroslava Čecha,30/07/2023,19:00,31/07/2023,0:00,False,"300 min.
Cimbálová muzika Jaroslava Čecha patří k výrazným představitelům folklorního hnutí nejen na Uherskohradišťsku. Základní repertoár sedmičlenné kapely je tvořen písňovým materiálem z Dolňácka, Luhačovického Zálesí a Kopanic. Primášem je Jan Rajmic, sólovým zpěvákem Karel Rajmic.
https://program.lfs.cz/detail/?film=Jaroslav-%c4%8cech%e2%80%99s-Dulcimer-Band","Uherské Hradiště, Vinný stan Smetanovy sady"
Workshop: Dotkni se filmu! Analog vs. digitál,29/07/2023,13:00,29/07/2023,15:00,False,"120 min.
Přijďte objevit kouzlo analogového filmu! Oddejte se kreativitě a vyzkoušejte, co všechno lze ještě dnes vytvořit s filmovým materiálem. Jak docílit speciálních efektů, které dnes běžně vznikají jedním stiskem na klávesnici? Dá se s analogovým filmem manipulovat stejně jako s tím digitálním? Objevte základní filmové principy a postupy, na které si můžete doslova sáhnout. Věk: 8+
https://program.lfs.cz/detail/?film=%e2%80%8b%e2%80%8bWorkshop--Touch-The-Film!-Analogue-Versus-Digital","Uherské Hradiště, Hub 123"
Výstava plakátů k filmům Jana Procházky,29/07/2023,11:45,29/07/2023,12:15,False,"30 min.
Výstava československých autorských plakátů ze sbírky Terryho ponožky představí 32 plakátů k filmům, jejichž námět napsal scenárista a spisovatel Jan Procházka.
https://program.lfs.cz/detail/?film=Film-Posters-to-Jan-Proch%c3%a1zka%e2%80%99s-Movies","Uherské Hradiště, Foyer kina Hvězda"
PSH,30/07/2023,20:30,30/07/2023,21:45,False,"75 min.

https://program.lfs.cz/detail/?film=PSH","Uherské Hradiště, Kolejní nádvoří"
Frank,28/07/2023,23:59,29/07/2023,1:34,False,"Lenny Abrahamson / Irsko, Velká Británie 2014 / 95 min. / DCP
Britsko-irská tragikomedie o talentu, touze po slávě i duševním zdraví nastavuje příslovečné zrcadlo muzikantům, posluchačům a v neposlední řadě i sociálním sítím. V hlavní roli se představil Michael Fassbender, který téměř po celý film nesundá z krku obří umělohmotnou hlavu.
https://www.csfd.cz/film/326977-frank/recenze/
https://www.imdb.com/title/tt1605717/reference
https://program.lfs.cz/detail/?film=Frank","Uherské Hradiště, Letní kino Masarykovo náměstí"
Videostop,29/07/2023,20:00,29/07/2023,21:30,False,"90 min.
Festivalová verze kultovní soutěže o hodnotné ceny.
https://program.lfs.cz/detail/?film=Videostop","Uherské Hradiště, Stan ČT"
Lekce filmu podle Fernanda Guzzoniho,02/08/2023,10:00,02/08/2023,11:30,False,"90 min.
Fernando Guzzoni je jednou z nejvýraznějších tváří současného chilského filmu. Guzzoniho díla definují jeho domácí kinematografii na těch největších festivalových jevištích. Během své masterclass bude rozebírat své tři hrané celovečerní filmy, které byly všechny uvedeny na prestižních světových festivalech. Analyzovat se bude i politicko-společenská situace současného Chile a diváci nebudou ochuzeni ani o ukázky z Guzzoniho dokumentu La colorina.
https://program.lfs.cz/detail/?film=Masterclass-with-Fernando-Guzzoni","Uherské Hradiště, Klub kultury - Malý sál"
RozhlaSTO! Momentky z pozoruhodné rozhlasové historie,31/07/2023,15:00,31/07/2023,16:00,False,"60 min.
Významné i kuriózní příběhy z rozhlasových dějin od prvního vysílání v zabláceném stanu v kbelských polích přes kolaborantské skeče, kvazi živý přenos Gottwaldova pohřbu až po zlatá šedesátá léta a normalizační chlebíčky. Příběhy vycházející z unikátní fotografické knihy Rozhlasto.
https://program.lfs.cz/detail/?film=RozhlaSTO!-Moments-That-Shaped-Radio-History","Uherské Hradiště, Stan ČRo"
Zázrak v Miláně,30/07/2023,20:30,30/07/2023,22:17,False,"Miracolo a Milano / Vittorio De Sica / Itálie 1951 / 97 min. / DCP
Zázrak v Miláně představuje nejen v kontextu neorealistické spolupráce De Sicy a Zavattiniho, nýbrž i v širších souvislostech celého neorealistického hnutí možná nejobtížněji uchopitelné, leč o to více fascinující filmové dílo.
https://www.csfd.cz/film/33704-zazrak-v-milane/
https://www.imdb.com/title/tt0043809/
https://program.lfs.cz/detail/?film=Miracle-in-Milan","Uherské Hradiště, Sportovní hala"
"Je nalezena tím, koho hledá",01/08/2023,19:00,01/08/2023,20:26,False,"Petr Michal / Česká republika 2022 / 41 min. / HD file
Ikonu opředenou tajemstvím představuje Petr Michal v dokumentárním filmu, v němž je divákům umožněno nahlédnout do poetické samoty jedné překladatelky.
https://www.csfd.cz/film/1249220-je-nalezena-tim-koho-hleda/recenze/
https://program.lfs.cz/detail/?film=Found-by-the-One-She-Seeks","Uherské Hradiště, Reduta - Velký sál"
Lidová hudba Metošé,01/08/2023,19:00,02/08/2023,0:00,False,"300 min.
Lidová hudba Metošé vyhrává od roku 2015. Její lidová muzika je autentická a jde zpátky ke kořenům. Místo cimbálu a složitých harmonií hraje opomíjené písničky se svébytnými doprovody. Uměleckým šéfem a primášem je Tomáš Beníček.
https://program.lfs.cz/detail/?film=Meto%c5%a1%c3%a9","Uherské Hradiště, Vinný stan Smetanovy sady"
Noc nevěsty,29/07/2023,21:30,29/07/2023,23:09,False,"Karel Kachyňa / ČSSR 1967 / 89 min. / HD file
Baladická novela Jana Procházky Svatá noc z roku 1966 byla již v době svého vydání vnímána jako nesmírně podstatná literární událost – Procházkův text provokoval otevřeností, s jakou konstatuje tragédii rozvratu československého venkova v 50. letech, zároveň šlo nesporně o Procházkův doposud nejlépe napsaný prozaický text.
https://www.csfd.cz/film/4964-noc-nevesty/recenze/
https://www.imdb.com/title/tt0062048/reference
https://program.lfs.cz/detail/?film=The-Nun%c2%b4s-Night","Uherské Hradiště, Letní kino Smetanovy sady"
Krok do tmy,01/08/2023,16:30,01/08/2023,19:12,False,"Miloslav Luther / Slovensko 2014 / 117 min. / DCP
Milostné drama o násilí, vzdoru a odvaze v poválečném Československu se soustředí na vášnivý, destruktivní vztah ženatého lékaře a politické agitátorky. Jejich poměr fatálně zasahuje do životů dalších postav. Mozaika pohnutých osudů se vypořádává s jednou z nejtemnějších kapitol naší novodobé historie.
https://www.csfd.cz/film/250544-krok-do-tmy/prehled/
https://www.imdb.com/title/tt3804878/reference
https://program.lfs.cz/detail/?film=A-Step-Into-the-Dark","Uherské Hradiště, Slovácké divadlo"
Zloději kol,28/07/2023,22:00,28/07/2023,23:39,False,"Ladri di biciclette / Vittorio De Sica / Itálie 1948 / 89 min. / DCP
Zloději kol zůstávají jedním z nejslavnějších evropských uměleckých filmů i modelových představitelů italského filmového neorealismu, stejně jako ikonickým dílem spolupráce režiséra Vittoria De Sicy a scenáristy Cesara Zavattiniho.
https://www.csfd.cz/film/33701-zlodeji-kol/
https://www.imdb.com/title/tt0040522/
https://program.lfs.cz/detail/?film=Bicycle-Thieves","Uherské Hradiště, Sportovní hala"
Zloději kol,30/07/2023,9:30,30/07/2023,11:09,False,"Ladri di biciclette / Vittorio De Sica / Itálie 1948 / 89 min. / DCP
Zloději kol zůstávají jedním z nejslavnějších evropských uměleckých filmů i modelových představitelů italského filmového neorealismu, stejně jako ikonickým dílem spolupráce režiséra Vittoria De Sicy a scenáristy Cesara Zavattiniho.
https://www.csfd.cz/film/33701-zlodeji-kol/
https://www.imdb.com/title/tt0040522/
https://program.lfs.cz/detail/?film=Bicycle-Thieves","Uherské Hradiště, Slovácké divadlo"
B16 Shorts,02/08/2023,21:00,02/08/2023,22:30,False,"90 min.
Krátký film je animovaný. Krátký film je hraný. Krátký film je vtipný. Krátký film vás rozbrečí. Krátký film je z Čech. Krátký film je zdaleka. Pásmo těch nejzajímavějších kraťasů, které jste mohli vidět na filmovém festivalu BRNO16 vás naladí na zbytek léta i na další ročník říjnové akce.
https://program.lfs.cz/detail/?film=B16-Shorts","Uherské Hradiště, Respekt stan"
Digitální spisovatel: AI a literární díla,01/08/2023,14:00,01/08/2023,15:00,False,"60 min.
Co se stane, když umělá inteligence napíše povídky? Jak fungují velké jazykové modely a jak vám mohou být užitečné? Poznáte, co napsal lidský spisovatel a co spisovatel digitální? Prozkoumejte svět generovaných textů a umělých literátů s projektem Digitální spisovatel. Letošní třetí iterace nabízí povídky napsané systémem GPT4 a je opatřena obrázky generovanými pomocí Midjourney.
https://program.lfs.cz/detail/?film=Digital-Writer--AI-Novel-Writing","Uherské Hradiště, Stan ČRo"
Valentina,31/07/2023,20:30,31/07/2023,22:15,False,"Cássio Pereira dos Santos / Brazílie 2020 / 95 min. / 15 let / DCP
Oceňovaný snímek režiséra Cássia Pereira dos Santose je sondou do hlubin jedné brazilské duše patřící Valentině. Dívce, která se kvůli své nové ženské identitě rozhodne odjet s matkou do brazilského vnitrozemí, aby tak mohla začít žít plnohodnotný život bez předsudků, které sužují nejen brazilskou společnost.
https://www.csfd.cz/film/900456-valentina/recenze/
https://www.imdb.com/title/tt11111232/reference
https://program.lfs.cz/detail/?film=Valentina","Uherské Hradiště, Sportovní hala"
Pro a proti (ČRo Plus),31/07/2023,13:30,31/07/2023,14:30,False,"60 min.
Ministerstvo kultury plánuje zavést takzvaný status umělce. Umělkyně a umělci po něm volají už několik let, záměry ministerstva jsou ale pro některé z nich nedostačující – a dávají to hlasitě najevo. Je kultura v době škrtů ve státním rozpočtu pro vládu prioritou? Téma pro hosty Karolíny Koubové.
https://program.lfs.cz/detail/?film=Pros-%26-Cons-(Radio-Plus)","Uherské Hradiště, Stan ČRo"
Jan Foukal a Albert Romanutti,01/08/2023,20:30,01/08/2023,21:45,False,"75 min.

https://program.lfs.cz/detail/?film=Jan-Foukal-%26-Albert-Romanutti","Uherské Hradiště, Kolejní nádvoří"
Nejšťastnější člověk na světě,29/07/2023,23:00,30/07/2023,0:50,False,"Najsrekjniot chovek na svetot / Teona Strugar Mitevská / Severní Makedonie, Bosna a Hercegovina, Chorvatsko, Belgie, Dánsko 2022 / 100 min. / DCP
Single čtyřicátnice Asja stále doufá, že ji čeká rodinné štěstí. Aby mu dopomohla, ocitne se na svérázném speed-datingu, kde se potká se Zoranem. Brzy se však ukáže, že nadějně vyhlížející muž nehledá lásku, ale odpuštění. Příběh o nezpracovaných válečných traumatech mistrně prolíná komediální a dramatické polohy vedoucí k překvapivě hluboké katarzi.
https://www.csfd.cz/film/1228043-najsrekjniot-chovek-na-svetot/galerie/
https://www.imdb.com/title/tt21138322/
https://program.lfs.cz/detail/?film=The-Happiest-Man-in-the-World","Uherské Hradiště, Kino Hvězda"
Nejšťastnější člověk na světě,01/08/2023,17:30,01/08/2023,19:20,False,"Najsrekjniot chovek na svetot / Teona Strugar Mitevská / Severní Makedonie, Bosna a Hercegovina, Chorvatsko, Belgie, Dánsko 2022 / 100 min. / DCP
Single čtyřicátnice Asja stále doufá, že ji čeká rodinné štěstí. Aby mu dopomohla, ocitne se na svérázném speed-datingu, kde se potká se Zoranem. Brzy se však ukáže, že nadějně vyhlížející muž nehledá lásku, ale odpuštění. Příběh o nezpracovaných válečných traumatech mistrně prolíná komediální a dramatické polohy vedoucí k překvapivě hluboké katarzi.
https://www.csfd.cz/film/1228043-najsrekjniot-chovek-na-svetot/galerie/
https://www.imdb.com/title/tt21138322/
https://program.lfs.cz/detail/?film=The-Happiest-Man-in-the-World","Uherské Hradiště, Klub kultury - Velký sál"
Vladimír Merta Trio,31/07/2023,20:30,31/07/2023,21:45,False,"75 min.

https://program.lfs.cz/detail/?film=Vladim%c3%adr-Merta-Trio","Uherské Hradiště, Kolejní nádvoří"
Pohádka,29/07/2023,11:00,29/07/2023,12:28,False,"Skazka / Alexandr Sokurov / Rusko, Belgie 2022 / 78 min. / HD file
Stalin, Hitler, Mussolini a Churchill se potkávají v pekle, ale namířeno mají do ráje. Komu z nich se podaří projít branou, za níž je ukryt Bůh? Zní to sice jako vtip, ale je to Pohádka a zároveň nejexperimentálnější a nejradikálnější film Alexandra Sokurova, kterým symbolicky uzavírá svou režijní tvorbu. Uhrančivá výpověď o podobách zla je komponována z dokumentárních záběrů, autorského komentáře a skutečných projevů těchto tvůrců moderních světových dějin.
https://www.csfd.cz/film/1218066-skazka/prehled/
https://www.imdb.com/title/tt21227108/
https://program.lfs.cz/detail/?film=Fairytale","Uherské Hradiště, Reduta - Velký sál"
Grand Prix,29/07/2023,23:00,30/07/2023,0:46,False,"Jan Prušinovský / Česká republika, Slovensko 2022 / 106 min. / 15 let / DCP
Svérázní a poněkud podivínští bratranci Roman a Emil sní o tom, že se dostanou na závody Formule 1. A Emil jednoho dne vyhraje vstupenky na Velkou cenu Španělska v Barceloně… Zatímco Prušinovského předchozí Chyby jsou citlivým komorním vztahovým dramatem, loňská Grand Prix je scenáristicky vybroušenou, dějově nabitou a živelně nepředvídatelnou komediální road movie napříč Evropou.
https://www.csfd.cz/film/914032-grand-prix/recenze/
https://www.imdb.com/title/tt14401508/reference
https://program.lfs.cz/detail/?film=Grand-Prix","Uherské Hradiště, Letní kino Masarykovo náměstí"
Česká divočina,31/07/2023,18:00,31/07/2023,19:30,False,"90 min.
Chráněná území v Česku se mají rozšiřovat. Co to obnáší za úskalí a proč je z pohledu biodiverzity a změny klimatu důležité „vracet“ část krajiny přírodě... Soutok, NP Křivoklátsko, CHKO v Krušných horách? Jak je česká příroda zobrazovaná? Jak o ní přemýšlet za hranicí dichotomie příroda vs. civilizace? Existuje divočina i ve městě? A co když stojíte v debatě o divočině na druhé straně než vaši nejbližší?
https://program.lfs.cz/detail/?film=Czech-Wildlife","Uherské Hradiště, Respekt stan"
Velká přestávka,30/07/2023,17:30,30/07/2023,19:30,False,"Didi shesveneba / Davit Pirtskhalava / Gruzie 2022 / 110 min. / DCP
Zajištěný bankovní úřadník Guga se po třinácti letech potkává s partou bývalých spolužáků. Během dlouhé noci ve ztemnělé škole ale kromě hroznové brandy vybublají na povrch i staré nezahojené rány. Zručně gradované drama s biblickými motivy otevírá skrze rozrůzněný mužský kolektiv bolesti postsovětské gruzínské společnosti.
https://www.csfd.cz/film/1232655-a-long-break/hraji/
https://www.imdb.com/title/tt11703882/
https://program.lfs.cz/detail/?film=A-Long-Break","Uherské Hradiště, Klub kultury - Velký sál"
Velká přestávka,02/08/2023,22:30,03/08/2023,0:30,False,"Didi shesveneba / Davit Pirtskhalava / Gruzie 2022 / 110 min. / DCP
Zajištěný bankovní úřadník Guga se po třinácti letech potkává s partou bývalých spolužáků. Během dlouhé noci ve ztemnělé škole ale kromě hroznové brandy vybublají na povrch i staré nezahojené rány. Zručně gradované drama s biblickými motivy otevírá skrze rozrůzněný mužský kolektiv bolesti postsovětské gruzínské společnosti.
https://www.csfd.cz/film/1232655-a-long-break/hraji/
https://www.imdb.com/title/tt11703882/
https://program.lfs.cz/detail/?film=A-Long-Break","Uherské Hradiště, Kino Hvězda"
Hluboký spánek,30/07/2023,22:30,31/07/2023,0:34,False,"The Big Sleep / Howard Hawks / USA 1946 / 114 min. / Blu-ray
Detektivní příběhy Raymonda Chandlera jsou známé tím, že mnohdy ani sám jejich autor při psaní netušil, kdo je vrahem některých z jeho postav. Zápletky byly v jeho románech vždycky podružné, v popředí spisovatelova zájmu stály jeho barvitě vykreslené postavy a atmosféra velkoměsta prosáklého zločinem.
https://www.csfd.cz/film/4176-hluboky-spanek/prehled/
https://www.imdb.com/title/tt0038355/?ref_=nm_flmg_t_27_act
https://program.lfs.cz/detail/?film=The-Big-Sleep","Uherské Hradiště, Kino Hvězda"
